epoch,acc,loss,val_acc,val_loss
0,0.8483500000317892,0.5259660690625508,0.9029,0.3745442729473114
1,0.8699833333651225,0.4498262849966685,0.9085,0.34574578847885135
2,0.8785333333333334,0.4242626849333445,0.9113,0.3299774754047394
3,0.88245,0.4075877495765686,0.914,0.3194494243383408
4,0.8871,0.39343726808230084,0.9154,0.31084632737636564
5,0.8893499999682108,0.3823427135070165,0.9159,0.3039297410488129
6,0.8908666666348776,0.37653396549224855,0.9177,0.29807914152145387
7,0.8937666666348775,0.3690296025911967,0.9189,0.29313234479427336
8,0.8958166666984558,0.36058195176124574,0.9195,0.2888436445474625
9,0.8963666666348775,0.35563099693457284,0.9207,0.2853729015111923
10,0.89885,0.35162375650405886,0.921,0.2815311642885208
11,0.8999999999682109,0.3459428985118866,0.9222,0.27830997598171237
12,0.9006833333651225,0.3420505263487498,0.923,0.2752134715080261
13,0.9021166666666667,0.3392320449988047,0.923,0.27258059120178224
14,0.9024166666666666,0.3347772483189901,0.9239,0.2700533627748489
15,0.9023166666348775,0.3335801546573639,0.9254,0.2677455921173096
16,0.9056166666666666,0.32837690754731497,0.925,0.2654308910369873
17,0.9046833333651225,0.32712629278500877,0.9258,0.26339000153541564
18,0.9057000000317892,0.324036820713679,0.9262,0.2614409945487976
19,0.9058000000317892,0.32195805678367617,0.9266,0.2594903407335281
