epoch,acc,loss,val_acc,val_loss
0,0.8871,0.016455205782254536,0.9439,0.008798254302889108
1,0.9445333333651225,0.008599948419630528,0.9588,0.006199258734285832
2,0.9601833333015442,0.006336074075226982,0.9675,0.005066879611928016
3,0.9676166666984558,0.005145770475516716,0.9714,0.00443985238862224
4,0.9732666666666666,0.0043464764413734275,0.9737,0.004041020578314783
5,0.9767333333333333,0.003804501393872003,0.9758,0.003755217606223596
6,0.9794500000317892,0.0033267504043256245,0.9776,0.0033677575679364963
7,0.9808999999682109,0.003064678906214734,0.9792,0.003151453765350743
8,0.9829333333015442,0.002779848515490691,0.98,0.00305464082213075
9,0.9847999999682109,0.0025103292894394446,0.9805,0.002977957849847735
10,0.9854499999682108,0.0023765467930119484,0.9815,0.0028740951245210455
11,0.9861333333015442,0.0022253671236879503,0.9797,0.002968840531950627
12,0.98745,0.0020926066124811768,0.981,0.002914916132606959
13,0.9881,0.001957079046173021,0.9824,0.002681424342512764
14,0.9888999999682109,0.0018296963997573282,0.9839,0.0025313594152685257
15,0.9893833333651225,0.001798135570048665,0.9843,0.0024427279074357103
16,0.9905500000317892,0.0016042289902766546,0.9831,0.002629624537796053
17,0.9900166666666667,0.0016298340801071997,0.9827,0.002605917033613059
18,0.9905833333015442,0.0015457329997986865,0.9842,0.0025318470621753706
19,0.9898333333333333,0.0016060804329502086,0.9835,0.002626843999807761
