epoch,acc,loss,val_acc,val_loss
0,0.8861000000317891,0.36994045696258543,0.9561,0.14431573835611344
1,0.9431666666984558,0.1894306956768036,0.9667,0.11033381486535072
2,0.9547833333333333,0.14922767564058304,0.9706,0.09601108198314905
3,0.9609666666984558,0.12920701104799906,0.9714,0.08937915113568307
4,0.9649666666348775,0.1154315094947815,0.9768,0.07776601110398769
5,0.9672,0.10634936475157737,0.9768,0.07384570009820163
6,0.9683999999682108,0.09992256302833558,0.9788,0.07196414433103054
7,0.9709333333333333,0.09294928920865059,0.9804,0.06593138264929876
8,0.9735500000317892,0.08548778704802196,0.9791,0.06858775312020443
9,0.9745166666984558,0.08134167823990186,0.981,0.06909281370360404
10,0.9738833333333333,0.07974031098087629,0.9784,0.0685788354281336
11,0.9756833333333333,0.07546266086300214,0.9806,0.06367192210434004
12,0.9776,0.0684309525668621,0.9799,0.07302219800520689
13,0.9762999999682108,0.07136453513503074,0.9826,0.06261407079109922
14,0.9777666666984558,0.06800032579203447,0.9824,0.06216450993889011
15,0.9788,0.06455394432296356,0.9808,0.06706709368978626
16,0.9783666666348775,0.06351381250719229,0.9804,0.06669560528764268
17,0.9796333333651225,0.060639206114411356,0.9816,0.06660191382882186
18,0.9806,0.06025589340453347,0.9806,0.07109825512652751
19,0.9805833333651225,0.05871159477333228,0.9815,0.06974492063378566
