epoch,acc,loss,val_acc,val_loss
0,0.9912166666348775,0.03242983927627405,0.9824,0.07837331045893953
1,0.9912166666666666,0.03107780355103314,0.9824,0.07493174389975611
2,0.9921666666666666,0.02777910139312347,0.9822,0.07545585444234602
3,0.9921833333333333,0.026688499144713083,0.9808,0.08200817038091482
4,0.9917166666348776,0.02778123776912689,0.9811,0.08012321125994785
5,0.9920666666666667,0.027017247015424073,0.982,0.07849981665098749
6,0.9927333333015442,0.025386988265191514,0.9817,0.07828883555058856
7,0.9923,0.02464352482073009,0.9824,0.0779218545657117
8,0.9922833333333333,0.025567969124391673,0.9818,0.0771567666225892
9,0.9930333333651225,0.023599120545263093,0.9809,0.07819443521196372
10,0.9929166666666667,0.023358357187981408,0.9818,0.08062836121233559
11,0.9926666666348776,0.02416302116451164,0.9815,0.07711468074545846
12,0.9921166666348775,0.023877709462742012,0.9821,0.0755117516671613
13,0.9931666666666666,0.021478731734057267,0.9829,0.07766390315814206
14,0.9921499999682108,0.024771957609429955,0.983,0.07989992334988201
15,0.9933166666666666,0.021281307110438744,0.9825,0.07547910092858147
16,0.9926833333333334,0.021822510808706282,0.9829,0.07521677379828542
17,0.9928166666666667,0.022947586660459637,0.9815,0.08053208973651053
18,0.9932166666666666,0.0218173605106771,0.982,0.07940851194083588
19,0.9930333333651225,0.021730188483869036,0.9825,0.08032864551834064
