epoch,acc,loss,val_acc,val_loss
0,0.8814166666348775,0.3850631145954132,0.9429,0.1884177806377411
1,0.9330000000317892,0.22092287526130677,0.9534,0.14764342489242555
2,0.9426000000317891,0.1853174892028173,0.9614,0.12618459475934504
3,0.9503333333651225,0.16211535634199778,0.9667,0.10936525622606277
4,0.9548666666348775,0.14846006286144256,0.9677,0.10751951761841774
5,0.9581499999682108,0.13520530865987143,0.9686,0.10022902176529169
6,0.9600166666984558,0.1294019415040811,0.9718,0.09657067929655314
7,0.9608166666666667,0.12391995741128921,0.971,0.09163639530539512
8,0.9629000000317891,0.11809123976627986,0.9696,0.0976909623682499
9,0.9639666666666666,0.11333349574804306,0.9723,0.09056249370723962
10,0.9653000000317892,0.10920455628633499,0.9741,0.08398725652471185
11,0.9662999999682108,0.10574748117923737,0.9735,0.08479014170505106
12,0.9682666666984558,0.0998219207028548,0.9739,0.08445643515139818
13,0.9683333333333334,0.09897368851502736,0.9758,0.08185529898777603
14,0.9682333333651225,0.09823560075759888,0.9762,0.07885745905116201
15,0.9693499999682108,0.09469532493154208,0.9743,0.08103253173306585
16,0.9691333333015442,0.09423199676175913,0.976,0.07969332040846348
17,0.9705833333651225,0.09028617846767108,0.974,0.08319445355385542
18,0.9712500000317892,0.08798853976925214,0.9743,0.08220681091398001
19,0.9708000000317891,0.09095255320767562,0.9755,0.08136448959261179
