epoch,acc,loss,val_acc,val_loss
0,0.10143333333333333,14.457869444274902,0.0982,14.535303358459473
1,0.1286666666507721,14.043132161458333,0.2069,12.783265615844726
2,0.16625,13.43782140452067,0.163,13.490850381469727
3,0.18785,13.090315489196778,0.2045,12.821949075317383
4,0.18894999999205273,13.072585587565104,0.2045,12.821949075317383
5,0.1887,13.076615098571777,0.2045,12.821949075317383
6,0.18821666666666667,13.084405495707195,0.2045,12.821949075317383
7,0.18216666666666667,13.18148179880778,0.1918,13.026648928833009
8,0.18628333332538605,13.115567262776693,0.1929,13.008919033813477
9,0.1869500000079473,13.104821788024902,0.193,13.007307217407227
10,0.18726666665871938,13.099717685953776,0.193,13.007307217407227
11,0.1870833333412806,13.102672688802084,0.193,13.007307217407227
12,0.18271666666666667,13.173061809794108,0.1934,13.00085998840332
13,0.19005000000794728,13.05479375559489,0.2051,12.812278225708008
