epoch,acc,loss,val_acc,val_loss
0,0.8842666666666666,0.3814660981178284,0.9553,0.14633473322987556
1,0.9431333333015441,0.18934765065511067,0.966,0.11201606209874153
2,0.9536166666984558,0.15057482617696127,0.9703,0.09444737554863095
3,0.9594666666984558,0.13130341696739198,0.9723,0.08732325660735368
4,0.9645333333651225,0.11534697603782018,0.9752,0.07909645807575434
5,0.9674666666348776,0.10599149730404218,0.9769,0.07539310960294679
6,0.9693333333015441,0.0994932658513387,0.9795,0.0711472649611067
7,0.9700833333651224,0.09254013845523199,0.9796,0.0672039449095726
8,0.9721500000317892,0.08858930602471034,0.9786,0.07275873887715861
9,0.9741833333651225,0.08194213244915008,0.9795,0.06766903076292947
10,0.9753333333651225,0.07859255846341451,0.9793,0.06986220302428119
11,0.9761000000317891,0.0746842983742555,0.9792,0.06942846864648164
12,0.9774666666348775,0.06966607571442922,0.9811,0.06634472994031385
13,0.9767333333651225,0.07234250138998032,0.9818,0.06751654450260103
14,0.9790166666348775,0.06548480311830839,0.981,0.06859334809943102
15,0.9780166666348775,0.06604813786745072,0.9825,0.0662349176930613
16,0.9790833333333333,0.06590727117856343,0.98,0.07011307738197502
17,0.9801666666348775,0.061120534585913024,0.9806,0.07243361393585801
18,0.9798499999682109,0.0608543186545372,0.981,0.07038979756468906
19,0.9807999999682109,0.057363221938411396,0.9819,0.06802498861212516
