epoch,acc,loss,val_acc,val_loss
0,0.8612833333651225,0.02079640456587076,0.9348,0.010266826093941927
1,0.9300666666984558,0.01109374656677246,0.9502,0.007780539451353252
2,0.9459666666984559,0.008611969622721274,0.9576,0.00645930435732007
3,0.95385,0.007328544457256794,0.9633,0.005554931512754411
4,0.96035,0.0065207711448272065,0.9683,0.00497519120357465
5,0.9639333333333333,0.005783933144311111,0.969,0.004758480897848494
6,0.9669333333333333,0.005412570694088936,0.9737,0.004248929417692125
7,0.9701333333651225,0.004899191977580388,0.9735,0.004149398000970541
8,0.9707666666666667,0.004692293601731459,0.975,0.003918783300300129
9,0.97295,0.004449654643485943,0.9737,0.003865716471656924
10,0.9739833333015442,0.004112865568821629,0.9744,0.0037857214709481925
11,0.9763333333333334,0.0038970981474965812,0.9768,0.003588157055940246
12,0.9762999999682108,0.0038089841809123754,0.9769,0.0035347812750420415
13,0.9780166666984558,0.0036151157644577323,0.9757,0.0035692471430564185
14,0.9783000000317892,0.003528164327455064,0.9769,0.00345236687035067
15,0.9795500000317892,0.003390549954213202,0.9773,0.00339755483592744
16,0.9801333333333333,0.0032467423747604093,0.9778,0.003298197502666153
17,0.9811166666348775,0.003103430943004787,0.9775,0.0032650935314100936
18,0.9813166666348775,0.0030429239868186415,0.9791,0.003192109083815012
19,0.9820333333015442,0.002956745561833183,0.9796,0.003150958621378231
