epoch,acc,loss,val_acc,val_loss
0,0.86445,0.4595575089931488,0.9328,0.22905982567071914
1,0.9274000000317891,0.24890814979871115,0.9487,0.1702896490395069
2,0.9439000000317892,0.19382206983566283,0.9579,0.13868337923586369
3,0.9529666666348775,0.16258816378116608,0.9639,0.11883385498821736
4,0.9602833333015441,0.1406988289753596,0.9681,0.1067346098691225
5,0.9635499999682109,0.1256354086359342,0.9704,0.0973599980816245
6,0.9669166666984558,0.11261810074249903,0.9731,0.09116590456366538
7,0.9698166666348775,0.10342264921863874,0.9742,0.08321931372582912
8,0.9714333333015442,0.09388025184671084,0.9755,0.07767678493335843
9,0.9738,0.08728682146469752,0.977,0.07556961029469966
10,0.9760666666984558,0.08041050957043966,0.9769,0.07572904649600387
11,0.9766666666984558,0.07630315618316333,0.9781,0.07202931673750282
12,0.9768833333651225,0.0741927608092626,0.9788,0.0696832831658423
13,0.9793999999682108,0.06818666054407756,0.9784,0.07033961457759141
14,0.9790333333333333,0.06765055095950763,0.9789,0.06645103454738856
15,0.9804000000317892,0.06277652474244436,0.9791,0.06508849994260818
16,0.9818666666666667,0.05938225406606992,0.9786,0.0680337367080152
17,0.98185,0.05806538864970207,0.9794,0.06750301103070379
18,0.9812333333015442,0.05681513000528018,0.9795,0.06688218374159187
19,0.9829166666348775,0.05489168654779593,0.9804,0.06575270766001194
