epoch,acc,loss,val_acc,val_loss
0,0.9198666666666667,0.2731372966448466,0.9497,0.17109780691862106
1,0.9439666666984559,0.1928167767802874,0.9593,0.13737248831391335
2,0.9537333333651224,0.1592166629989942,0.9671,0.11157318188548088
3,0.9604333333651225,0.1349029777288437,0.9705,0.10124277252405882
4,0.9650500000317891,0.11994554022153218,0.9739,0.0869676274716854
5,0.9675999999682109,0.10831801679929097,0.9748,0.08402774765491486
6,0.9714166666666667,0.09827571376959483,0.9749,0.07915942987278103
7,0.9716666666348776,0.09347352275252342,0.9767,0.07739818467050791
8,0.9743166666666667,0.08546709816058477,0.9761,0.07460839937031269
9,0.9757,0.08095237284104029,0.9794,0.0698111444093287
10,0.9777166666984558,0.07394979772170385,0.9786,0.07154572481364012
11,0.9777000000317891,0.07342039509018262,0.9791,0.06924682671874761
12,0.9781833333333333,0.06922506472269695,0.9794,0.06663549449145793
13,0.98025,0.06462121503750483,0.9791,0.06785184563808143
14,0.9810166666984558,0.06248856121102969,0.9802,0.06606444176882506
15,0.9817500000317891,0.05943672326008479,0.9795,0.06694460578234866
16,0.98175,0.05795748504300912,0.9812,0.061744518196955325
17,0.9826000000317892,0.05684077215194702,0.9792,0.06621849461896345
18,0.9827500000317891,0.05365536919037501,0.981,0.06331662980178371
19,0.9831833333651224,0.051778904463847475,0.9817,0.064023390795663
